#COG functions of genes with H-NS binding in early exponential phase
#Here, all genes predicted as belonging to the operon with upstream binding are included
#gene	COG
b1543	Inorganic_ion_transport_and_metabolism
b1543	Amino_acid_transport_and_metabolism
b1552	Transcription
b1554	General_function_prediction_only
b1557	Transcription
b1558	Transcription
b1578	Replication_recombination_and_repair
b1579	Replication_recombination_and_repair
b1599	Inorganic_ion_transport_and_metabolism
b1600	Inorganic_ion_transport_and_metabolism
b1601	General_function_prediction_only
b1619	Secondary_metabolites_biosynthesis_transport_and_catabolism
b1619	General_function_prediction_only
b1619	Lipid_transport_and_metabolism
b1670	Energy_production_and_conversion
b1671	Energy_production_and_conversion
b1673	Energy_production_and_conversion
b1674	Energy_production_and_conversion
b1676	Carbohydrate_transport_and_metabolism
b1690	Carbohydrate_transport_and_metabolism
b1690	General_function_prediction_only
b1690	Inorganic_ion_transport_and_metabolism
b1690	Amino_acid_transport_and_metabolism
b1692	Amino_acid_transport_and_metabolism
b1693	Amino_acid_transport_and_metabolism
b1694	Lipid_transport_and_metabolism
b1696	Transcription
b1697	Energy_production_and_conversion
b1698	Energy_production_and_conversion
b1699	Energy_production_and_conversion
b1700	Energy_production_and_conversion
b1702	Carbohydrate_transport_and_metabolism
b1703	Function_unknown
b1712	Replication_recombination_and_repair
b1713	General_function_prediction_only
b1714	Translation_ribosomal_structure_and_biogenesis
b1716	Translation_ribosomal_structure_and_biogenesis
b1718	Translation_ribosomal_structure_and_biogenesis
b1719	Translation_ribosomal_structure_and_biogenesis
b1743	Cell_motility
b1743	Inorganic_ion_transport_and_metabolism
b1743	Intracellular_trafficking_secretion_and_vesicular_transport
b1743	Signal_transduction_mechanisms
b1769	Carbohydrate_transport_and_metabolism
b1769	General_function_prediction_only
b1769	Inorganic_ion_transport_and_metabolism
b1769	Amino_acid_transport_and_metabolism
b1785	Signal_transduction_mechanisms
b1786	Signal_transduction_mechanisms
b1798	Amino_acid_transport_and_metabolism
b1801	Cell_wall_membrane_envelope_biogenesis
b1802	General_function_prediction_only
b1802	Inorganic_ion_transport_and_metabolism
b1821	Function_unknown
b1823	Transcription
b1860	Replication_recombination_and_repair
b1861	Replication_recombination_and_repair
b1873	Energy_production_and_conversion
b1900	Carbohydrate_transport_and_metabolism
b1901	Carbohydrate_transport_and_metabolism
b1902	Inorganic_ion_transport_and_metabolism
b1914	Transcription
b1914	Signal_transduction_mechanisms
b1935	Function_unknown
b1951	Transcription
b1962	General_function_prediction_only
b1967	General_function_prediction_only
b1968	Signal_transduction_mechanisms
b1969	Transcription
b1969	Signal_transduction_mechanisms
b1970	General_function_prediction_only
b1971	General_function_prediction_only
b1972	Function_unknown
b1981	Carbohydrate_transport_and_metabolism
b1981	General_function_prediction_only
b1981	Inorganic_ion_transport_and_metabolism
b1981	Amino_acid_transport_and_metabolism
b1983	Function_unknown
b1994	Replication_recombination_and_repair
b2028	Cell_wall_membrane_envelope_biogenesis
b2029	Carbohydrate_transport_and_metabolism
b2030	Replication_recombination_and_repair
b2037	General_function_prediction_only
b2038	Cell_wall_membrane_envelope_biogenesis
b2039	Cell_wall_membrane_envelope_biogenesis
b2040	Cell_wall_membrane_envelope_biogenesis
b2041	Cell_wall_membrane_envelope_biogenesis
b2042	Cell_wall_membrane_envelope_biogenesis
b2058	Amino_acid_transport_and_metabolism
b2059	Cell_wall_membrane_envelope_biogenesis
b2061	Signal_transduction_mechanisms
b2062	Cell_wall_membrane_envelope_biogenesis
b2086	General_function_prediction_only
b2086	Lipid_transport_and_metabolism
b2109	Cell_motility
b2109	Intracellular_trafficking_secretion_and_vesicular_transport
b2110	Cell_motility
b2110	Intracellular_trafficking_secretion_and_vesicular_transport
b2111	Cell_motility
b2111	Intracellular_trafficking_secretion_and_vesicular_transport
b2119	General_function_prediction_only
b2139	Intracellular_trafficking_secretion_and_vesicular_transport
b2139	Cell_wall_membrane_envelope_biogenesis
b2146	General_function_prediction_only
b2146	Amino_acid_transport_and_metabolism
b2162	Nucleotide_transport_and_metabolism
b2165	Secondary_metabolites_biosynthesis_transport_and_catabolism
b2166	Carbohydrate_transport_and_metabolism
b2215	Cell_wall_membrane_envelope_biogenesis
b2216	Signal_transduction_mechanisms
b2217	Transcription
b2217	Signal_transduction_mechanisms
b2233	Intracellular_trafficking_secretion_and_vesicular_transport
b2233	Cell_wall_membrane_envelope_biogenesis
b2251	General_function_prediction_only
b2251	Replication_recombination_and_repair
b2254	Cell_wall_membrane_envelope_biogenesis
b2255	Translation_ribosomal_structure_and_biogenesis
b2256	Carbohydrate_transport_and_metabolism
b2257	Cell_wall_membrane_envelope_biogenesis
b2270	General_function_prediction_only
b2271	General_function_prediction_only
b2289	Transcription
b2333	Cell_motility
b2333	Intracellular_trafficking_secretion_and_vesicular_transport
b2334	Cell_motility
b2334	Intracellular_trafficking_secretion_and_vesicular_transport
b2335	Cell_motility
b2335	Intracellular_trafficking_secretion_and_vesicular_transport
b2336	Cell_motility
b2336	Intracellular_trafficking_secretion_and_vesicular_transport
b2339	Cell_motility
b2339	Intracellular_trafficking_secretion_and_vesicular_transport
b2361	General_function_prediction_only
b2367	Carbohydrate_transport_and_metabolism
b2367	General_function_prediction_only
b2367	Inorganic_ion_transport_and_metabolism
b2367	Amino_acid_transport_and_metabolism
b2368	Defense_mechanisms
b2369	Transcription
b2369	Signal_transduction_mechanisms
b2370	Signal_transduction_mechanisms
b2371	Energy_production_and_conversion
b2372	General_function_prediction_only
b2373	Coenzyme_transport_and_metabolism
b2373	Amino_acid_transport_and_metabolism
b2374	Energy_production_and_conversion
b2405	Transcription
b2406	Carbohydrate_transport_and_metabolism
b2406	General_function_prediction_only
b2406	Inorganic_ion_transport_and_metabolism
b2406	Amino_acid_transport_and_metabolism
b2407	Nucleotide_transport_and_metabolism
b2457	Energy_production_and_conversion
b2457	Secondary_metabolites_biosynthesis_transport_and_catabolism
b2458	Energy_production_and_conversion
b2459	Amino_acid_transport_and_metabolism
b2460	Amino_acid_transport_and_metabolism
b2461	Amino_acid_transport_and_metabolism
b2503	Signal_transduction_mechanisms
b2546	Carbohydrate_transport_and_metabolism
b2547	Carbohydrate_transport_and_metabolism
b2548	Carbohydrate_transport_and_metabolism
b2604	Signal_transduction_mechanisms
b2605	Cell_wall_membrane_envelope_biogenesis
b2647	Intracellular_trafficking_secretion_and_vesicular_transport
b2647	Cell_wall_membrane_envelope_biogenesis
b2658	Carbohydrate_transport_and_metabolism
b2660	General_function_prediction_only
b2661	Energy_production_and_conversion
b2662	Amino_acid_transport_and_metabolism
b2663	Amino_acid_transport_and_metabolism
b2669	General_function_prediction_only
b2677	Amino_acid_transport_and_metabolism
b2678	Amino_acid_transport_and_metabolism
b2679	Amino_acid_transport_and_metabolism
b2734	Signal_transduction_mechanisms
b2755	Replication_recombination_and_repair
b2761	General_function_prediction_only
b2775	Carbohydrate_transport_and_metabolism
b2775	General_function_prediction_only
b2775	Inorganic_ion_transport_and_metabolism
b2775	Amino_acid_transport_and_metabolism
b2776	Carbohydrate_transport_and_metabolism
b2777	Posttranslational_modification_protein_turnover_chaperones
b2799	Energy_production_and_conversion
b2800	Carbohydrate_transport_and_metabolism
b2801	Carbohydrate_transport_and_metabolism
b2802	Carbohydrate_transport_and_metabolism
b2803	Carbohydrate_transport_and_metabolism
b2804	Carbohydrate_transport_and_metabolism
b2805	Carbohydrate_transport_and_metabolism
b2805	Transcription
b2841	Carbohydrate_transport_and_metabolism
b2841	General_function_prediction_only
b2841	Inorganic_ion_transport_and_metabolism
b2841	Amino_acid_transport_and_metabolism
b2843	Carbohydrate_transport_and_metabolism
b2846	Transcription
b2847	Transcription
b2851	General_function_prediction_only
b2852	Transcription
b2855	Transcription
b2855	Signal_transduction_mechanisms
b2856	Transcription
b2856	Signal_transduction_mechanisms
b2866	Energy_production_and_conversion
b2867	Energy_production_and_conversion
b2868	Energy_production_and_conversion
b2869	Transcription
b2869	Signal_transduction_mechanisms
b2877	General_function_prediction_only
b2878	General_function_prediction_only
b2878	Amino_acid_transport_and_metabolism
b2887	General_function_prediction_only
b2887	Amino_acid_transport_and_metabolism
b2888	Nucleotide_transport_and_metabolism
b2889	Lipid_transport_and_metabolism
b2928	Coenzyme_transport_and_metabolism
b2929	Transcription
b2930	Carbohydrate_transport_and_metabolism
b2933	Carbohydrate_transport_and_metabolism
b2934	Carbohydrate_transport_and_metabolism
b2934	Signal_transduction_mechanisms
b2970	Intracellular_trafficking_secretion_and_vesicular_transport
b2987	Inorganic_ion_transport_and_metabolism
b3020	Amino_acid_transport_and_metabolism
b3028	General_function_prediction_only
b3043	Cell_motility
b3043	Intracellular_trafficking_secretion_and_vesicular_transport
b3051	Function_unknown
b3060	Transcription
b3061	Energy_production_and_conversion
b3062	Energy_production_and_conversion
b3063	Inorganic_ion_transport_and_metabolism
b3103	Function_unknown
b3104	Function_unknown
b3115	Energy_production_and_conversion
b3116	Amino_acid_transport_and_metabolism
b3117	Amino_acid_transport_and_metabolism
b3118	Transcription
b3125	Lipid_transport_and_metabolism
b3126	Carbohydrate_transport_and_metabolism
b3127	Carbohydrate_transport_and_metabolism
b3127	General_function_prediction_only
b3127	Inorganic_ion_transport_and_metabolism
b3127	Amino_acid_transport_and_metabolism
b3128	Carbohydrate_transport_and_metabolism
b3142	Cell_motility
b3142	Intracellular_trafficking_secretion_and_vesicular_transport
b3143	Cell_motility
b3143	Intracellular_trafficking_secretion_and_vesicular_transport
b3144	Cell_motility
b3144	Intracellular_trafficking_secretion_and_vesicular_transport
b3145	Cell_motility
b3145	Intracellular_trafficking_secretion_and_vesicular_transport
b3215	Cell_motility
b3215	Intracellular_trafficking_secretion_and_vesicular_transport
b3216	Cell_motility
b3216	Intracellular_trafficking_secretion_and_vesicular_transport
b3227	Energy_production_and_conversion
b3264	Transcription
b3265	Cell_wall_membrane_envelope_biogenesis
b3266	Defense_mechanisms
b3268	Signal_transduction_mechanisms
b3268	Amino_acid_transport_and_metabolism
b3270	Amino_acid_transport_and_metabolism
b3271	Amino_acid_transport_and_metabolism
b3291	Cell_wall_membrane_envelope_biogenesis
b3324	Intracellular_trafficking_secretion_and_vesicular_transport
b3326	Cell_motility
b3326	Intracellular_trafficking_secretion_and_vesicular_transport
b3327	Cell_motility
b3327	Intracellular_trafficking_secretion_and_vesicular_transport
b3328	Cell_motility
b3328	Intracellular_trafficking_secretion_and_vesicular_transport
b3329	Cell_motility
b3329	Intracellular_trafficking_secretion_and_vesicular_transport
b3331	Intracellular_trafficking_secretion_and_vesicular_transport
b3332	Intracellular_trafficking_secretion_and_vesicular_transport
b3333	Intracellular_trafficking_secretion_and_vesicular_transport
b3335	Cell_motility
b3335	Posttranslational_modification_protein_turnover_chaperones
b3335	Intracellular_trafficking_secretion_and_vesicular_transport
b3370	Amino_acid_transport_and_metabolism
b3371	Cell_wall_membrane_envelope_biogenesis
b3374	Carbohydrate_transport_and_metabolism
b3408	Inorganic_ion_transport_and_metabolism
b3409	Inorganic_ion_transport_and_metabolism
b3487	Cell_wall_membrane_envelope_biogenesis
b3505	Replication_recombination_and_repair
b3507	Transcription
b3508	Function_unknown
b3511	Function_unknown
b3512	Transcription
b3513	Cell_wall_membrane_envelope_biogenesis
b3514	Defense_mechanisms
b3515	Transcription
b3516	Transcription
b3517	Amino_acid_transport_and_metabolism
b3518	Inorganic_ion_transport_and_metabolism
b3519	Carbohydrate_transport_and_metabolism
b3520	Transcription
b3520	Signal_transduction_mechanisms
b3521	Transcription
b3539	Amino_acid_transport_and_metabolism
b3557	Replication_recombination_and_repair
b3561	Function_unknown
b3563	Function_unknown
b3564	Carbohydrate_transport_and_metabolism
b3565	Carbohydrate_transport_and_metabolism
b3566	Carbohydrate_transport_and_metabolism
b3567	Carbohydrate_transport_and_metabolism
b3568	Carbohydrate_transport_and_metabolism
b3569	Transcription
b3584	Cell_wall_membrane_envelope_biogenesis
b3585	Transcription
b3586	Defense_mechanisms
b3615	Cell_wall_membrane_envelope_biogenesis
b3616	General_function_prediction_only
b3616	Amino_acid_transport_and_metabolism
b3617	Coenzyme_transport_and_metabolism
b3619	Carbohydrate_transport_and_metabolism
b3619	Cell_wall_membrane_envelope_biogenesis
b3620	Cell_wall_membrane_envelope_biogenesis
b3621	Cell_wall_membrane_envelope_biogenesis
b3622	Cell_wall_membrane_envelope_biogenesis
b3623	Cell_wall_membrane_envelope_biogenesis
b3626	Cell_wall_membrane_envelope_biogenesis
b3627	Cell_wall_membrane_envelope_biogenesis
b3628	Cell_wall_membrane_envelope_biogenesis
b3631	Cell_wall_membrane_envelope_biogenesis
b3632	Cell_wall_membrane_envelope_biogenesis
b3633	Cell_wall_membrane_envelope_biogenesis
b3634	Coenzyme_transport_and_metabolism
b3656	Carbohydrate_transport_and_metabolism
b3659	Carbohydrate_transport_and_metabolism
b3659	General_function_prediction_only
b3659	Inorganic_ion_transport_and_metabolism
b3659	Amino_acid_transport_and_metabolism
b3660	Carbohydrate_transport_and_metabolism
b3660	General_function_prediction_only
b3660	Amino_acid_transport_and_metabolism
b3661	Inorganic_ion_transport_and_metabolism
b3664	General_function_prediction_only
b3665	Nucleotide_transport_and_metabolism
b3678	Inorganic_ion_transport_and_metabolism
b3679	General_function_prediction_only
b3680	Transcription
b3709	Amino_acid_transport_and_metabolism
b3719	Inorganic_ion_transport_and_metabolism
b3720	Carbohydrate_transport_and_metabolism
b3721	Carbohydrate_transport_and_metabolism
b3722	Carbohydrate_transport_and_metabolism
b3723	Transcription
b3731	Energy_production_and_conversion
b3732	Energy_production_and_conversion
b3733	Energy_production_and_conversion
b3734	Energy_production_and_conversion
b3735	Energy_production_and_conversion
b3736	Energy_production_and_conversion
b3737	Energy_production_and_conversion
b3738	Energy_production_and_conversion
b3739	Energy_production_and_conversion
b3801	Inorganic_ion_transport_and_metabolism
b3862	Lipid_transport_and_metabolism
b3863	Replication_recombination_and_repair
b3874	Carbohydrate_transport_and_metabolism
b3874	General_function_prediction_only
b3874	Inorganic_ion_transport_and_metabolism
b3874	Amino_acid_transport_and_metabolism
b3878	Carbohydrate_transport_and_metabolism
b3897	Carbohydrate_transport_and_metabolism
b3897	Signal_transduction_mechanisms
b3898	Carbohydrate_transport_and_metabolism
b3900	Carbohydrate_transport_and_metabolism
b3900	Signal_transduction_mechanisms
b3922	Function_unknown
b3923	Signal_transduction_mechanisms
b4017	General_function_prediction_only
b4031	Carbohydrate_transport_and_metabolism
b4031	General_function_prediction_only
b4031	Inorganic_ion_transport_and_metabolism
b4031	Amino_acid_transport_and_metabolism
b4038	Function_unknown
b4040	Coenzyme_transport_and_metabolism
b4049	Translation_ribosomal_structure_and_biogenesis
b4055	General_function_prediction_only
b4061	Signal_transduction_mechanisms
b4066	Function_unknown
b4083	Secondary_metabolites_biosynthesis_transport_and_catabolism
b4108	Inorganic_ion_transport_and_metabolism
b4109	General_function_prediction_only
b4114	General_function_prediction_only
b4115	Amino_acid_transport_and_metabolism
b4116	Transcription
b4122	Energy_production_and_conversion
b4123	General_function_prediction_only
b4124	Transcription
b4124	Signal_transduction_mechanisms
b4125	Signal_transduction_mechanisms
b4126	Function_unknown
b4127	General_function_prediction_only
b4131	Amino_acid_transport_and_metabolism
b4132	Amino_acid_transport_and_metabolism
b4133	Transcription
b4156	Amino_acid_transport_and_metabolism
b4181	Function_unknown
b4182	Transcription
b4182	Signal_transduction_mechanisms
b4205	Transcription
b4213	Nucleotide_transport_and_metabolism
b4214	Inorganic_ion_transport_and_metabolism
b4241	Transcription
b4242	Inorganic_ion_transport_and_metabolism
b4264	Transcription
b4265	Carbohydrate_transport_and_metabolism
b4265	Amino_acid_transport_and_metabolism
b4266	Secondary_metabolites_biosynthesis_transport_and_catabolism
b4266	General_function_prediction_only
b4266	Lipid_transport_and_metabolism
b4267	General_function_prediction_only
b4267	Amino_acid_transport_and_metabolism
b4268	Carbohydrate_transport_and_metabolism
b4278	Replication_recombination_and_repair
b4280	General_function_prediction_only
b4296	Carbohydrate_transport_and_metabolism
b4296	Amino_acid_transport_and_metabolism
b4297	Carbohydrate_transport_and_metabolism
b4297	Amino_acid_transport_and_metabolism
b4299	Transcription
b4307	General_function_prediction_only
b4308	Replication_recombination_and_repair
b4309	Replication_recombination_and_repair
b4312	Replication_recombination_and_repair
b4313	Replication_recombination_and_repair
b4333	Function_unknown
b4345	Defense_mechanisms
b4356	Carbohydrate_transport_and_metabolism
b4356	General_function_prediction_only
b4356	Inorganic_ion_transport_and_metabolism
b4356	Amino_acid_transport_and_metabolism
b4358	General_function_prediction_only
b4358	Amino_acid_transport_and_metabolism
b4365	Transcription
b4365	Signal_transduction_mechanisms
b4366	Transcription
b4366	Signal_transduction_mechanisms
