#COG functions of genes with Fis binding in mid exponential phase
#Here, all genes predicted as belonging to the operon with upstream binding are included
#gene	COG
b0342	General_function_prediction_only
b0343	Carbohydrate_transport_and_metabolism
b0343	General_function_prediction_only
b0343	Inorganic_ion_transport_and_metabolism
b0343	Amino_acid_transport_and_metabolism
b0344	Carbohydrate_transport_and_metabolism
b0355	General_function_prediction_only
b0356	Energy_production_and_conversion
b0357	Function_unknown
b0391	Function_unknown
b0401	Amino_acid_transport_and_metabolism
b0402	Amino_acid_transport_and_metabolism
b0403	Carbohydrate_transport_and_metabolism
b0404	Function_unknown
b0405	Translation_ribosomal_structure_and_biogenesis
b0436	Posttranslational_modification_protein_turnover_chaperones
b0450	Amino_acid_transport_and_metabolism
b0451	Inorganic_ion_transport_and_metabolism
b0454	Replication_recombination_and_repair
b0462	Defense_mechanisms
b0463	Cell_wall_membrane_envelope_biogenesis
b0464	Transcription
b0469	Nucleotide_transport_and_metabolism
b0476	Lipid_transport_and_metabolism
b0477	Carbohydrate_transport_and_metabolism
b0504	Transcription
b0505	Nucleotide_transport_and_metabolism
b0506	Transcription
b0515	General_function_prediction_only
b0516	Amino_acid_transport_and_metabolism
b0517	Energy_production_and_conversion
b0524	Function_unknown
b0525	Posttranslational_modification_protein_turnover_chaperones
b0526	Translation_ribosomal_structure_and_biogenesis
b0535	Transcription
b0535	Signal_transduction_mechanisms
b0568	General_function_prediction_only
b0570	Signal_transduction_mechanisms
b0571	Transcription
b0571	Signal_transduction_mechanisms
b0572	Intracellular_trafficking_secretion_and_vesicular_transport
b0572	Cell_wall_membrane_envelope_biogenesis
b0574	Cell_wall_membrane_envelope_biogenesis
b0575	Inorganic_ion_transport_and_metabolism
b0581	Function_unknown
b0583	Secondary_metabolites_biosynthesis_transport_and_catabolism
b0584	Inorganic_ion_transport_and_metabolism
b0585	Inorganic_ion_transport_and_metabolism
b0586	Secondary_metabolites_biosynthesis_transport_and_catabolism
b0587	Cell_wall_membrane_envelope_biogenesis
b0598	Signal_transduction_mechanisms
b0607	Signal_transduction_mechanisms
b0608	General_function_prediction_only
b0608	Amino_acid_transport_and_metabolism
b0610	Transcription
b0611	Translation_ribosomal_structure_and_biogenesis
b0621	Energy_production_and_conversion
b0624	Cell_cycle_control_cell_division_chromosome_partitioning
b0626	General_function_prediction_only
b0627	Intracellular_trafficking_secretion_and_vesicular_transport
b0630	Coenzyme_transport_and_metabolism
b0631	Function_unknown
b0638	Carbohydrate_transport_and_metabolism
b0639	Coenzyme_transport_and_metabolism
b0640	Replication_recombination_and_repair
b0641	Cell_wall_membrane_envelope_biogenesis
b0642	Translation_ribosomal_structure_and_biogenesis
b0661	Translation_ribosomal_structure_and_biogenesis
b0662	Energy_production_and_conversion
b0662	Coenzyme_transport_and_metabolism
b0674	Amino_acid_transport_and_metabolism
b0680	Translation_ribosomal_structure_and_biogenesis
b0686	General_function_prediction_only
b0687	Replication_recombination_and_repair
b0688	Carbohydrate_transport_and_metabolism
b0719	Cell_motility
b0719	Intracellular_trafficking_secretion_and_vesicular_transport
b0740	Intracellular_trafficking_secretion_and_vesicular_transport
b0741	Cell_wall_membrane_envelope_biogenesis
b0742	Function_unknown
b0755	Carbohydrate_transport_and_metabolism
b0779	Replication_recombination_and_repair
b0801	Energy_production_and_conversion
b0805	Inorganic_ion_transport_and_metabolism
b0807	General_function_prediction_only
b0809	Amino_acid_transport_and_metabolism
b0810	Amino_acid_transport_and_metabolism
b0811	Signal_transduction_mechanisms
b0811	Amino_acid_transport_and_metabolism
b0817	Transcription
b0818	Inorganic_ion_transport_and_metabolism
b0835	Translation_ribosomal_structure_and_biogenesis
b0839	Cell_wall_membrane_envelope_biogenesis
b0841	Lipid_transport_and_metabolism
b0842	Carbohydrate_transport_and_metabolism
b0842	General_function_prediction_only
b0842	Inorganic_ion_transport_and_metabolism
b0842	Amino_acid_transport_and_metabolism
b0854	Amino_acid_transport_and_metabolism
b0856	Amino_acid_transport_and_metabolism
b0857	Amino_acid_transport_and_metabolism
b0875	Carbohydrate_transport_and_metabolism
b0876	Replication_recombination_and_repair
b0880	Transcription
b0881	Function_unknown
b0893	Translation_ribosomal_structure_and_biogenesis
b0897	Secondary_metabolites_biosynthesis_transport_and_catabolism
b0898	Carbohydrate_transport_and_metabolism
b0898	General_function_prediction_only
b0898	Inorganic_ion_transport_and_metabolism
b0898	Amino_acid_transport_and_metabolism
b0909	Posttranslational_modification_protein_turnover_chaperones
b0910	Nucleotide_transport_and_metabolism
b0911	Translation_ribosomal_structure_and_biogenesis
b0912	Replication_recombination_and_repair
b0929	Cell_wall_membrane_envelope_biogenesis
b0953	Translation_ribosomal_structure_and_biogenesis
b0957	Cell_wall_membrane_envelope_biogenesis
b0963	Carbohydrate_transport_and_metabolism
b0972	Energy_production_and_conversion
b0973	Energy_production_and_conversion
b0974	Energy_production_and_conversion
b0975	Energy_production_and_conversion
b1000	Posttranslational_modification_protein_turnover_chaperones
b1008	Energy_production_and_conversion
b1009	General_function_prediction_only
b1010	Translation_ribosomal_structure_and_biogenesis
b1011	Secondary_metabolites_biosynthesis_transport_and_catabolism
b1013	Transcription
b1033	Coenzyme_transport_and_metabolism
b1033	Amino_acid_transport_and_metabolism
b1048	Inorganic_ion_transport_and_metabolism
b1049	Cell_wall_membrane_envelope_biogenesis
b1109	Energy_production_and_conversion
b1123	Amino_acid_transport_and_metabolism
b1124	Amino_acid_transport_and_metabolism
b1125	Amino_acid_transport_and_metabolism
b1126	Amino_acid_transport_and_metabolism
b1127	Amino_acid_transport_and_metabolism
b1168	Signal_transduction_mechanisms
b1174	Cell_cycle_control_cell_division_chromosome_partitioning
b1175	Cell_cycle_control_cell_division_chromosome_partitioning
b1176	Cell_cycle_control_cell_division_chromosome_partitioning
b1183	Transcription
b1183	Signal_transduction_mechanisms
b1184	Replication_recombination_and_repair
b1195	Function_unknown
b1197	Carbohydrate_transport_and_metabolism
b1216	Inorganic_ion_transport_and_metabolism
b1217	General_function_prediction_only
b1218	Inorganic_ion_transport_and_metabolism
b1236	Cell_wall_membrane_envelope_biogenesis
b1237	General_function_prediction_only
b1238	Nucleotide_transport_and_metabolism
b1249	Lipid_transport_and_metabolism
b1250	Inorganic_ion_transport_and_metabolism
b1274	Replication_recombination_and_repair
b1279	Function_unknown
b1280	Carbohydrate_transport_and_metabolism
b1281	Nucleotide_transport_and_metabolism
b1282	Translation_ribosomal_structure_and_biogenesis
b1284	Carbohydrate_transport_and_metabolism
b1284	Transcription
b1288	Lipid_transport_and_metabolism
b1299	Transcription
b1329	Amino_acid_transport_and_metabolism
b1434	Transcription
b1450	Transcription
b1454	Posttranslational_modification_protein_turnover_chaperones
b1483	Inorganic_ion_transport_and_metabolism
b1483	Amino_acid_transport_and_metabolism
b1484	Inorganic_ion_transport_and_metabolism
b1484	Amino_acid_transport_and_metabolism
b1485	Inorganic_ion_transport_and_metabolism
b1485	Amino_acid_transport_and_metabolism
b1486	Inorganic_ion_transport_and_metabolism
b1486	Amino_acid_transport_and_metabolism
b1487	Amino_acid_transport_and_metabolism
b1488	Cell_wall_membrane_envelope_biogenesis
b1512	Transcription
b1513	Carbohydrate_transport_and_metabolism
b1514	Carbohydrate_transport_and_metabolism
b1515	Carbohydrate_transport_and_metabolism
b1516	Carbohydrate_transport_and_metabolism
b1517	Carbohydrate_transport_and_metabolism
b1518	Function_unknown
b1519	General_function_prediction_only
b1529	Intracellular_trafficking_secretion_and_vesicular_transport
b1531	Transcription
b1594	Carbohydrate_transport_and_metabolism
b1594	Transcription
b1602	Energy_production_and_conversion
b1603	Energy_production_and_conversion
b1616	Carbohydrate_transport_and_metabolism
b1617	Carbohydrate_transport_and_metabolism
b1618	Transcription
b1634	Amino_acid_transport_and_metabolism
b1642	Transcription
b1645	Function_unknown
b1654	Posttranslational_modification_protein_turnover_chaperones
b1655	Cell_wall_membrane_envelope_biogenesis
b1664	Intracellular_trafficking_secretion_and_vesicular_transport
b1664	Cell_wall_membrane_envelope_biogenesis
b1668	Function_unknown
b1678	Function_unknown
b1741	Replication_recombination_and_repair
b1744	Amino_acid_transport_and_metabolism
b1745	Amino_acid_transport_and_metabolism
b1746	Energy_production_and_conversion
b1747	Amino_acid_transport_and_metabolism
b1748	Amino_acid_transport_and_metabolism
b1749	Replication_recombination_and_repair
b1770	Carbohydrate_transport_and_metabolism
b1770	Transcription
b1793	General_function_prediction_only
b1833	Function_unknown
b1834	General_function_prediction_only
b1850	Carbohydrate_transport_and_metabolism
b1851	Carbohydrate_transport_and_metabolism
b1851	Amino_acid_transport_and_metabolism
b1854	Carbohydrate_transport_and_metabolism
b1855	Cell_wall_membrane_envelope_biogenesis
b1873	Energy_production_and_conversion
b1876	Translation_ribosomal_structure_and_biogenesis
b1887	Cell_motility
b1887	Signal_transduction_mechanisms
b1888	Cell_motility
b1888	Signal_transduction_mechanisms
b1889	Cell_motility
b1890	Cell_motility
b1896	Carbohydrate_transport_and_metabolism
b1897	Carbohydrate_transport_and_metabolism
b1900	Carbohydrate_transport_and_metabolism
b1901	Carbohydrate_transport_and_metabolism
b1914	Transcription
b1914	Signal_transduction_mechanisms
b1917	Amino_acid_transport_and_metabolism
b1918	Amino_acid_transport_and_metabolism
b1929	General_function_prediction_only
b1930	Posttranslational_modification_protein_turnover_chaperones
b1935	Function_unknown
b1944	Cell_motility
b1945	Cell_motility
b1946	Cell_motility
b1946	Intracellular_trafficking_secretion_and_vesicular_transport
b1948	Cell_motility
b1948	Intracellular_trafficking_secretion_and_vesicular_transport
b1949	Cell_motility
b1949	Intracellular_trafficking_secretion_and_vesicular_transport
b1950	Cell_motility
b1950	Intracellular_trafficking_secretion_and_vesicular_transport
b1960	Replication_recombination_and_repair
b1961	Replication_recombination_and_repair
b1962	General_function_prediction_only
b1976	Function_unknown
b1981	Carbohydrate_transport_and_metabolism
b1981	General_function_prediction_only
b1981	Inorganic_ion_transport_and_metabolism
b1981	Amino_acid_transport_and_metabolism
b1988	Transcription
b2014	Amino_acid_transport_and_metabolism
b2017	Cell_cycle_control_cell_division_chromosome_partitioning
b2019	Amino_acid_transport_and_metabolism
b2020	Amino_acid_transport_and_metabolism
b2021	Amino_acid_transport_and_metabolism
b2023	Amino_acid_transport_and_metabolism
b2024	Amino_acid_transport_and_metabolism
b2025	Amino_acid_transport_and_metabolism
b2026	Amino_acid_transport_and_metabolism
b2029	Carbohydrate_transport_and_metabolism
b2098	Carbohydrate_transport_and_metabolism
b2098	General_function_prediction_only
b2098	Inorganic_ion_transport_and_metabolism
b2098	Amino_acid_transport_and_metabolism
b2099	Posttranslational_modification_protein_turnover_chaperones
b2100	Carbohydrate_transport_and_metabolism
b2119	General_function_prediction_only
b2126	Signal_transduction_mechanisms
b2127	Transcription
b2132	Carbohydrate_transport_and_metabolism
b2133	Energy_production_and_conversion
b2134	Cell_wall_membrane_envelope_biogenesis
b2136	Function_unknown
b2151	Transcription
b2165	Secondary_metabolites_biosynthesis_transport_and_catabolism
b2166	Carbohydrate_transport_and_metabolism
b2167	Carbohydrate_transport_and_metabolism
b2168	Carbohydrate_transport_and_metabolism
b2169	Carbohydrate_transport_and_metabolism
b2170	Carbohydrate_transport_and_metabolism
b2170	General_function_prediction_only
b2170	Inorganic_ion_transport_and_metabolism
b2170	Amino_acid_transport_and_metabolism
b2175	Cell_wall_membrane_envelope_biogenesis
b2194	Posttranslational_modification_protein_turnover_chaperones
b2195	Energy_production_and_conversion
b2195	Posttranslational_modification_protein_turnover_chaperones
b2196	Posttranslational_modification_protein_turnover_chaperones
b2197	Posttranslational_modification_protein_turnover_chaperones
b2198	Intracellular_trafficking_secretion_and_vesicular_transport
b2199	Posttranslational_modification_protein_turnover_chaperones
b2200	Posttranslational_modification_protein_turnover_chaperones
b2201	Posttranslational_modification_protein_turnover_chaperones
b2202	Energy_production_and_conversion
b2204	Energy_production_and_conversion
b2205	Energy_production_and_conversion
b2206	Energy_production_and_conversion
b2207	Inorganic_ion_transport_and_metabolism
b2208	Energy_production_and_conversion
b2216	Signal_transduction_mechanisms
b2217	Transcription
b2217	Signal_transduction_mechanisms
b2233	Intracellular_trafficking_secretion_and_vesicular_transport
b2233	Cell_wall_membrane_envelope_biogenesis
b2239	Energy_production_and_conversion
b2240	Carbohydrate_transport_and_metabolism
b2241	Energy_production_and_conversion
b2242	Amino_acid_transport_and_metabolism
b2243	Energy_production_and_conversion
b2247	General_function_prediction_only
b2247	Cell_wall_membrane_envelope_biogenesis
b2248	Transcription
b2276	Energy_production_and_conversion
b2277	Energy_production_and_conversion
b2278	Energy_production_and_conversion
b2278	Inorganic_ion_transport_and_metabolism
b2279	Energy_production_and_conversion
b2280	Energy_production_and_conversion
b2281	Energy_production_and_conversion
b2282	Energy_production_and_conversion
b2284	Energy_production_and_conversion
b2285	Energy_production_and_conversion
b2286	Energy_production_and_conversion
b2287	Energy_production_and_conversion
b2295	Function_unknown
b2296	Energy_production_and_conversion
b2297	General_function_prediction_only
b2298	Function_unknown
b2311	Coenzyme_transport_and_metabolism
b2312	Nucleotide_transport_and_metabolism
b2313	General_function_prediction_only
b2316	Lipid_transport_and_metabolism
b2333	Cell_motility
b2333	Intracellular_trafficking_secretion_and_vesicular_transport
b2334	Cell_motility
b2334	Intracellular_trafficking_secretion_and_vesicular_transport
b2335	Cell_motility
b2335	Intracellular_trafficking_secretion_and_vesicular_transport
b2336	Cell_motility
b2336	Intracellular_trafficking_secretion_and_vesicular_transport
b2339	Cell_motility
b2339	Intracellular_trafficking_secretion_and_vesicular_transport
b2340	Signal_transduction_mechanisms
b2343	Function_unknown
b2344	Lipid_transport_and_metabolism
b2364	Transcription
b2365	Carbohydrate_transport_and_metabolism
b2365	Amino_acid_transport_and_metabolism
b2366	Amino_acid_transport_and_metabolism
b2379	Amino_acid_transport_and_metabolism
b2380	Signal_transduction_mechanisms
b2381	Transcription
b2381	Signal_transduction_mechanisms
b2382	Transcription
b2400	Translation_ribosomal_structure_and_biogenesis
b2412	Cell_cycle_control_cell_division_chromosome_partitioning
b2413	Amino_acid_transport_and_metabolism
b2414	Amino_acid_transport_and_metabolism
b2415	Carbohydrate_transport_and_metabolism
b2416	Carbohydrate_transport_and_metabolism
b2417	Carbohydrate_transport_and_metabolism
b2435	Cell_wall_membrane_envelope_biogenesis
b2436	Coenzyme_transport_and_metabolism
b2517	General_function_prediction_only
b2544	Carbohydrate_transport_and_metabolism
b2545	General_function_prediction_only
b2545	Amino_acid_transport_and_metabolism
b2579	General_function_prediction_only
b2580	Replication_recombination_and_repair
b2597	Translation_ribosomal_structure_and_biogenesis
b2610	Intracellular_trafficking_secretion_and_vesicular_transport
b2627	General_function_prediction_only
b2660	General_function_prediction_only
b2661	Energy_production_and_conversion
b2662	Amino_acid_transport_and_metabolism
b2663	Amino_acid_transport_and_metabolism
b2684	Transcription
b2685	Defense_mechanisms
b2686	Carbohydrate_transport_and_metabolism
b2686	General_function_prediction_only
b2686	Inorganic_ion_transport_and_metabolism
b2686	Amino_acid_transport_and_metabolism
b2687	Signal_transduction_mechanisms
b2714	Transcription
b2716	Carbohydrate_transport_and_metabolism
b2799	Energy_production_and_conversion
b2800	Carbohydrate_transport_and_metabolism
b2813	Cell_wall_membrane_envelope_biogenesis
b2818	Amino_acid_transport_and_metabolism
b2819	Replication_recombination_and_repair
b2820	Replication_recombination_and_repair
b2821	Posttranslational_modification_protein_turnover_chaperones
b2829	Signal_transduction_mechanisms
b2830	General_function_prediction_only
b2830	Replication_recombination_and_repair
b2831	Replication_recombination_and_repair
b2844	Lipid_transport_and_metabolism
b2845	Amino_acid_transport_and_metabolism
b2869	Transcription
b2869	Signal_transduction_mechanisms
b2887	General_function_prediction_only
b2887	Amino_acid_transport_and_metabolism
b2888	Nucleotide_transport_and_metabolism
b2902	Secondary_metabolites_biosynthesis_transport_and_catabolism
b2902	General_function_prediction_only
b2902	Lipid_transport_and_metabolism
b2903	Amino_acid_transport_and_metabolism
b2904	Amino_acid_transport_and_metabolism
b2905	Amino_acid_transport_and_metabolism
b2924	Cell_wall_membrane_envelope_biogenesis
b2925	Carbohydrate_transport_and_metabolism
b2926	Carbohydrate_transport_and_metabolism
b2927	Carbohydrate_transport_and_metabolism
b2942	Coenzyme_transport_and_metabolism
b2945	Replication_recombination_and_repair
b2949	Replication_recombination_and_repair
b2966	General_function_prediction_only
b2970	Intracellular_trafficking_secretion_and_vesicular_transport
b2975	Energy_production_and_conversion
b2976	Energy_production_and_conversion
b2977	General_function_prediction_only
b2979	Energy_production_and_conversion
b2980	Transcription
b2988	Amino_acid_transport_and_metabolism
b3001	Energy_production_and_conversion
b3010	Transcription
b3011	Energy_production_and_conversion
b3017	Secondary_metabolites_biosynthesis_transport_and_catabolism
b3028	General_function_prediction_only
b3030	Replication_recombination_and_repair
b3031	General_function_prediction_only
b3032	General_function_prediction_only
b3033	Function_unknown
b3034	General_function_prediction_only
b3034	Replication_recombination_and_repair
b3035	Intracellular_trafficking_secretion_and_vesicular_transport
b3035	Cell_wall_membrane_envelope_biogenesis
b3038	Amino_acid_transport_and_metabolism
b3068	Replication_recombination_and_repair
b3072	Cell_motility
b3072	Signal_transduction_mechanisms
b3089	Amino_acid_transport_and_metabolism
b3103	Function_unknown
b3129	Transcription
b3146	General_function_prediction_only
b3147	General_function_prediction_only
b3163	General_function_prediction_only
b3175	Intracellular_trafficking_secretion_and_vesicular_transport
b3182	Cell_wall_membrane_envelope_biogenesis
b3185	Translation_ribosomal_structure_and_biogenesis
b3186	Translation_ribosomal_structure_and_biogenesis
b3187	Coenzyme_transport_and_metabolism
b3189	Cell_wall_membrane_envelope_biogenesis
b3190	Transcription
b3192	Secondary_metabolites_biosynthesis_transport_and_catabolism
b3193	Secondary_metabolites_biosynthesis_transport_and_catabolism
b3194	Secondary_metabolites_biosynthesis_transport_and_catabolism
b3195	Secondary_metabolites_biosynthesis_transport_and_catabolism
b3196	Inorganic_ion_transport_and_metabolism
b3197	General_function_prediction_only
b3208	Cell_wall_membrane_envelope_biogenesis
b3209	Secondary_metabolites_biosynthesis_transport_and_catabolism
b3218	Replication_recombination_and_repair
b3228	General_function_prediction_only
b3229	Posttranslational_modification_protein_turnover_chaperones
b3230	Translation_ribosomal_structure_and_biogenesis
b3231	Translation_ribosomal_structure_and_biogenesis
b3232	General_function_prediction_only
b3233	Function_unknown
b3236	Energy_production_and_conversion
b3237	Transcription
b3239	Transcription
b3249	Cell_wall_membrane_envelope_biogenesis
b3250	Cell_wall_membrane_envelope_biogenesis
b3251	Cell_cycle_control_cell_division_chromosome_partitioning
b3257	Function_unknown
b3259	Translation_ribosomal_structure_and_biogenesis
b3260	Translation_ribosomal_structure_and_biogenesis
b3261	Transcription
b3261	Replication_recombination_and_repair
b3292	Transcription
b3311	Translation_ribosomal_structure_and_biogenesis
b3312	Translation_ribosomal_structure_and_biogenesis
b3313	Translation_ribosomal_structure_and_biogenesis
b3314	Translation_ribosomal_structure_and_biogenesis
b3315	Translation_ribosomal_structure_and_biogenesis
b3316	Translation_ribosomal_structure_and_biogenesis
b3317	Translation_ribosomal_structure_and_biogenesis
b3318	Translation_ribosomal_structure_and_biogenesis
b3319	Translation_ribosomal_structure_and_biogenesis
b3320	Translation_ribosomal_structure_and_biogenesis
b3321	Translation_ribosomal_structure_and_biogenesis
b3336	Inorganic_ion_transport_and_metabolism
b3337	Inorganic_ion_transport_and_metabolism
b3339	Translation_ribosomal_structure_and_biogenesis
b3340	Translation_ribosomal_structure_and_biogenesis
b3341	Translation_ribosomal_structure_and_biogenesis
b3342	Translation_ribosomal_structure_and_biogenesis
b3363	Posttranslational_modification_protein_turnover_chaperones
b3364	Carbohydrate_transport_and_metabolism
b3364	General_function_prediction_only
b3364	Inorganic_ion_transport_and_metabolism
b3364	Amino_acid_transport_and_metabolism
b3365	Energy_production_and_conversion
b3366	General_function_prediction_only
b3366	Inorganic_ion_transport_and_metabolism
b3368	Coenzyme_transport_and_metabolism
b3394	Cell_motility
b3394	Intracellular_trafficking_secretion_and_vesicular_transport
b3396	Cell_wall_membrane_envelope_biogenesis
b3403	Energy_production_and_conversion
b3404	Signal_transduction_mechanisms
b3405	Transcription
b3405	Signal_transduction_mechanisms
b3408	Inorganic_ion_transport_and_metabolism
b3409	Inorganic_ion_transport_and_metabolism
b3416	Carbohydrate_transport_and_metabolism
b3433	Amino_acid_transport_and_metabolism
b3434	Intracellular_trafficking_secretion_and_vesicular_transport
b3439	General_function_prediction_only
b3440	General_function_prediction_only
b3441	General_function_prediction_only
b3441	Transcription
b3455	Amino_acid_transport_and_metabolism
b3456	Amino_acid_transport_and_metabolism
b3457	Amino_acid_transport_and_metabolism
b3458	Amino_acid_transport_and_metabolism
b3470	Posttranslational_modification_protein_turnover_chaperones
b3471	Function_unknown
b3473	Carbohydrate_transport_and_metabolism
b3473	General_function_prediction_only
b3473	Inorganic_ion_transport_and_metabolism
b3473	Amino_acid_transport_and_metabolism
b3492	General_function_prediction_only
b3493	Inorganic_ion_transport_and_metabolism
b3501	Transcription
b3503	Inorganic_ion_transport_and_metabolism
b3520	Transcription
b3520	Signal_transduction_mechanisms
b3521	Transcription
b3523	Carbohydrate_transport_and_metabolism
b3523	General_function_prediction_only
b3523	Inorganic_ion_transport_and_metabolism
b3523	Amino_acid_transport_and_metabolism
b3524	Cell_wall_membrane_envelope_biogenesis
b3525	Signal_transduction_mechanisms
b3526	Carbohydrate_transport_and_metabolism
b3527	General_function_prediction_only
b3529	Signal_transduction_mechanisms
b3540	Amino_acid_transport_and_metabolism
b3541	Amino_acid_transport_and_metabolism
b3542	Amino_acid_transport_and_metabolism
b3543	Amino_acid_transport_and_metabolism
b3544	Amino_acid_transport_and_metabolism
b3553	Energy_production_and_conversion
b3553	General_function_prediction_only
b3553	Coenzyme_transport_and_metabolism
b3555	Transcription
b3556	Transcription
b3559	Translation_ribosomal_structure_and_biogenesis
b3560	Translation_ribosomal_structure_and_biogenesis
b3561	Function_unknown
b3571	Carbohydrate_transport_and_metabolism
b3574	Transcription
b3575	Energy_production_and_conversion
b3576	Carbohydrate_transport_and_metabolism
b3577	Carbohydrate_transport_and_metabolism
b3579	Carbohydrate_transport_and_metabolism
b3580	Carbohydrate_transport_and_metabolism
b3581	Carbohydrate_transport_and_metabolism
b3582	Carbohydrate_transport_and_metabolism
b3583	Carbohydrate_transport_and_metabolism
b3597	Defense_mechanisms
b3599	Carbohydrate_transport_and_metabolism
b3600	Carbohydrate_transport_and_metabolism
b3601	Transcription
b3603	Energy_production_and_conversion
b3604	Transcription
b3605	Energy_production_and_conversion
b3607	Amino_acid_transport_and_metabolism
b3611	Inorganic_ion_transport_and_metabolism
b3612	Carbohydrate_transport_and_metabolism
b3616	General_function_prediction_only
b3616	Amino_acid_transport_and_metabolism
b3617	Coenzyme_transport_and_metabolism
b3623	Cell_wall_membrane_envelope_biogenesis
b3626	Cell_wall_membrane_envelope_biogenesis
b3627	Cell_wall_membrane_envelope_biogenesis
b3628	Cell_wall_membrane_envelope_biogenesis
b3631	Cell_wall_membrane_envelope_biogenesis
b3632	Cell_wall_membrane_envelope_biogenesis
b3633	Cell_wall_membrane_envelope_biogenesis
b3634	Coenzyme_transport_and_metabolism
b3649	Transcription
b3650	Transcription
b3650	Signal_transduction_mechanisms
b3651	Translation_ribosomal_structure_and_biogenesis
b3652	Transcription
b3652	Replication_recombination_and_repair
b3653	Amino_acid_transport_and_metabolism
b3654	Nucleotide_transport_and_metabolism
b3660	Carbohydrate_transport_and_metabolism
b3660	General_function_prediction_only
b3660	Amino_acid_transport_and_metabolism
b3662	Carbohydrate_transport_and_metabolism
b3667	Carbohydrate_transport_and_metabolism
b3669	Transcription
b3669	Signal_transduction_mechanisms
b3670	Amino_acid_transport_and_metabolism
b3671	Coenzyme_transport_and_metabolism
b3671	Amino_acid_transport_and_metabolism
b3674	General_function_prediction_only
b3676	Function_unknown
b3684	Transcription
b3686	Posttranslational_modification_protein_turnover_chaperones
b3687	Posttranslational_modification_protein_turnover_chaperones
b3693	Carbohydrate_transport_and_metabolism
b3700	Replication_recombination_and_repair
b3701	Replication_recombination_and_repair
b3702	Replication_recombination_and_repair
b3703	Translation_ribosomal_structure_and_biogenesis
b3704	Translation_ribosomal_structure_and_biogenesis
b3717	Function_unknown
b3724	Inorganic_ion_transport_and_metabolism
b3725	Inorganic_ion_transport_and_metabolism
b3726	Inorganic_ion_transport_and_metabolism
b3727	Inorganic_ion_transport_and_metabolism
b3728	Inorganic_ion_transport_and_metabolism
b3731	Energy_production_and_conversion
b3732	Energy_production_and_conversion
b3733	Energy_production_and_conversion
b3734	Energy_production_and_conversion
b3735	Energy_production_and_conversion
